OBJECTID,ID,BLDGID,SSR,TOPELEV_M,MED_SLOPE,BASEELEV_M,HGT_AGL,ROOFTYPE,AREA_M2,AVGHT_M,MINHT_M,MAXHT_M,BASE_M,LEN,WID,ORIENT8,Shape_Leng,Shape_Area
189,236104,71,41,207.68,1,181.07,26.61,Flat,1175.771,23.84,-0.03,31.33,181.1,40.61,31.12,0.89,71.2013231559,307.187638364
190,236105,603,41,234.5,4,181.03,53.47,Flat,11833.288,43.17,0,86.81,181.21,121.66,109.37,0.17,93.4205133379,307.511713236
191,236106,5133,41,215.96,4,180.98,34.98,Flat,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,72.7643944368,320.716089156
192,236107,5187,41,262.39,8,180.79,81.6,Flat,2612.351,54.32,0.1,82.83,180.97,120.25,21.72,0.52,74.0014566985,331.87289115
193,237224,5160,41,269.08,3,180.8,88.28,Flat,3569.965,50.42,5.64,95.48,180.86,120.24,29.69,0.52,40.7718843374,101.68396842
194,237225,29,999,183.91,16,180.66,3.25,Complex,106.285,3.16,2.66,5.02,180.76,20.96,5.07,0,52.0614000019,106.285049835
195,237226,105,41,199.79,10,180.95,18.83,Flat,3330.451,44.19,0.2,73.87,181.09,68.8,50.21,0.71,36.892075878,108.031836461
196,237228,5187,42,258.27,29,180.8,77.47,Pitched,2612.351,54.32,0.1,82.83,180.97,120.25,21.72,0.52,54.6441574813,121.615930576
197,237229,72,41,189.03,2,180.66,8.37,Flat,123.483,7.37,0.38,8.37,180.83,15.88,7.78,1.5,47.3126102373,123.482524548
198,237231,5,42,183.86,18,180.63,3.23,Pitched,144,3.03,0,5.76,180.76,23.66,6.09,0,59.498999998,144.000240414
199,237233,211,41,198.02,2,180.98,17.04,Flat,13281.396,46.53,0,107.24,181.06,121.21,110.02,0.8,51.2311952179,157.232283292
200,237234,211,41,198.08,2,181,17.08,Flat,13281.396,46.53,0,107.24,181.06,121.21,110.02,0.8,51.9794674958,164.389578886
201,237235,5347,41,368.46,3,181.2,187.26,Flat,12448.973,94.92,-0.12,187.63,181.26,123.11,111.21,0.67,57.0649899546,169.701757592
202,237236,1623,999,226.49,19,180.85,45.64,Complex,5806.86,38.41,-2.89,60.75,180.88,92,65.92,1.13,55.9170285238,174.659252747
203,237237,12,42,189.39,38,180.84,8.55,Pitched,188.573,8.66,4.76,11.1,180.9,22.31,8.45,0,61.5274,188.572944364
204,237238,675,41,211.62,2,181,30.62,Flat,3271.68,15.67,-0.04,32.83,180.89,98.19,67.47,0.83,58.1874475741,207.563676698
205,237239,7236,42,311.95,39,180.89,131.06,Pitched,2008.411,88.59,-0.39,161.86,181.04,53.03,37.88,0.95,61.5714095901,215.982041419
206,237240,1534,41,231.06,3,180.93,50.13,Flat,2553.231,42.51,0,62.3,180.92,83.89,30.43,0.43,60.9262102262,221.265245239
207,237241,8440,42,263.01,38,180.82,82.18,Pitched,5793.263,91.13,0,167.64,181.03,98.43,58.86,0.95,121.886348655,224.380789945
208,237242,329702,42,349.64,19,180.93,168.71,Pitched,5851.891,112.41,-0.01,179.27,181.22,121.44,52.62,0.42,62.0631181433,227.457082572
209,237243,668,41,195.65,14,180.66,14.99,Flat,6539.624,30.01,0,54.64,180.9,226.24,30.68,0.47,74.6391008843,231.946227917
210,237244,5133,999,219.76,16,180.97,38.79,Complex,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,62.3593382015,242.691995903
211,237245,211,41,207.83,12,180.93,26.9,Flat,13281.396,46.53,0,107.24,181.06,121.21,110.02,0.8,72.3509541962,284.92519528
212,237246,1779,41,221.11,3,181.26,39.85,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,81.9859809341,372.399419514
213,237394,1755,41,216.29,4,180.93,35.36,Flat,2167.47,26.26,4.94,38.39,181.01,50.07,43.29,0.17,45.8776033644,100.216551409
214,237396,4,42,183.89,18,180.67,3.22,Pitched,125.486,2.97,0.01,5.49,180.79,20.62,6.09,0,53.4138000011,125.485715194
215,237397,665,41,204.43,12,180.8,23.63,Flat,7142.746,38.79,0,96.24,180.91,240.38,29.8,0.49,65.1685616324,135.990883314
216,237398,56,999,270.74,20,180.84,89.9,Complex,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,53.1822180485,141.50031274
217,237399,5277,999,213.72,20,181.25,32.47,Complex,1950.927,60.48,0,75.32,181.21,53.3,36.6,0.62,51.1814396803,143.120096658
218,237400,9232,42,271.71,19,181,90.71,Pitched,4739.676,105.77,-0.01,159.29,181.08,97.54,58.53,0.95,70.7797658383,154.327104175
219,237401,9307,41,270.4,5,181.14,89.26,Flat,10176.777,58.78,-0.01,101.1,181.14,123.61,107.22,0.46,50.505542354,158.978858577
220,237446,56,42,277.04,34,180.85,96.18,Pitched,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,50.1831996477,112.657964327
221,237448,77,41,189.02,4,180.74,8.28,Flat,128.633,7.44,1.42,8.49,180.82,15.99,8.09,0.6,48.0530865822,128.63328662
222,237449,5099,41,241.04,1,181.04,60,Flat,4925.961,52.68,0,62.3,181.07,110.55,44.56,0.62,46.4649595903,133.954323751
223,237450,5277,41,250.39,9,181.22,69.17,Flat,1950.927,60.48,0,75.32,181.21,53.3,36.6,0.62,56.2075362529,134.48317634
224,237451,34,41,183.86,15,180.61,3.25,Flat,143.773,2.99,0.56,4.98,180.72,25.02,5.75,0,61.5274,143.772901847
225,237452,5108,41,234.5,11,181,53.5,Flat,1379.187,49.34,10.95,56.72,181.05,46.77,29.49,0.53,50.7994383502,161.249978035
226,237453,603,42,205.08,32,181.04,24.04,Pitched,11833.288,43.17,0,86.81,181.21,121.66,109.37,0.17,63.0904795092,191.893878264
227,237531,257,41,196.5,3,180.54,15.96,Flat,846.424,20.9,2.42,37.58,180.78,36.99,30.48,0.49,58.3722132938,203.010504342
228,237532,603,41,247.83,2,181.16,66.67,Flat,11833.288,43.17,0,86.81,181.21,121.66,109.37,0.17,66.0496925959,226.181526833
229,237533,323,41,189.55,8,181.01,8.54,Flat,907.362,9.17,1.1,17.63,181.16,30.57,29.68,0.47,75.2557195158,235.869798707
230,237534,11608,42,325.39,25,181.07,144.32,Pitched,2689.031,110.35,0.32,146.97,181.08,54.9,54,-0.43,68.1160958151,246.936571394
231,237535,5133,41,272.95,2,181.02,91.93,Flat,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,69.0156662582,260.011917162
232,237536,1534,42,213.52,25,180.79,32.73,Pitched,2553.231,42.51,0,62.3,180.92,83.89,30.43,0.43,98.6837670654,328.236232372
233,237537,5187,41,230.42,5,180.82,49.6,Flat,2612.351,54.32,0.1,82.83,180.97,120.25,21.72,0.52,132.509075442,345.162805533
234,237538,211,41,263.01,13,181,82.01,Flat,13281.396,46.53,0,107.24,181.06,121.21,110.02,0.8,87.1310940269,366.305001204
235,237539,1623,41,227.4,13,180.85,46.55,Flat,5806.86,38.41,-2.89,60.75,180.88,92,65.92,1.13,103.432832658,411.227520587
236,237540,9307,42,212.07,26,181.12,30.95,Pitched,10176.777,58.78,-0.01,101.1,181.14,123.61,107.22,0.46,113.62679464,467.957256545
237,237541,305,999,193.05,16,180.78,12.27,Complex,2390.561,28.87,0.14,52.29,180.95,113.71,21.02,0.85,88.282573392,486.016636024
238,237542,5347,41,198.88,2,180.91,17.97,Flat,12448.973,94.92,-0.12,187.63,181.26,123.11,111.21,0.67,119.56710221,550.994046732
239,237580,8440,41,345.12,6,180.9,164.22,Flat,5793.263,91.13,0,167.64,181.03,98.43,58.86,0.95,65.4057370886,181.573085186
240,237581,3476,41,201.96,5,181.23,20.73,Flat,5394.175,38.81,1.49,46.43,181.15,121.55,44.38,0.46,91.6587122987,261.479187645
241,237582,603,41,247.81,2,181.18,66.63,Flat,11833.288,43.17,0,86.81,181.21,121.66,109.37,0.17,64.7526870316,261.898353734
242,237583,141,41,193.47,1,180.84,12.63,Flat,3338.429,32.22,0,84.48,180.92,86.15,43.55,-0.23,70.2670194644,304.43933909
243,237584,7254,41,198.94,10,180.9,18.04,Flat,2632.002,44.02,0.36,88.99,181.17,69.07,49.92,0.55,74.4376966309,328.336724811
244,237585,668,999,186.09,20,180.67,5.42,Complex,6539.624,30.01,0,54.64,180.9,226.24,30.68,0.47,72.6202776142,338.603980605
245,237586,6281,41,210.84,8,177.55,33.29,Flat,2572.056,21.89,0,35.13,180.91,54.71,49.12,0.42,81.4482376922,373.549894875
246,237653,2726,41,189.99,1,180.5,9.49,Flat,1839.664,9.2,0,24.38,180.89,59.77,30.78,0.37,97.8536100648,558.543089138
247,237751,17,42,189.51,22,180.81,8.7,Pitched,188.573,9.03,4.32,11.06,180.89,22.31,8.45,0,61.5274000019,188.572944372
248,237752,22,42,189.36,38,180.78,8.58,Pitched,188.571,8.72,5.34,11.13,180.87,22.31,8.45,0,61.5272000004,188.570713158
249,237753,35,42,189.51,30,180.69,8.82,Pitched,194.285,9.01,3.27,11.14,180.84,22.99,8.45,0,62.8793999981,194.284772271
250,237754,36,42,189.51,33,180.71,8.79,Pitched,194.285,8.42,0,11.08,180.87,22.99,8.45,0,62.8794,194.284772306
251,237805,100,999,252.59,20,180.31,72.28,Complex,1921.557,63.84,-0.02,77.93,181.14,78.77,34.74,-0.33,125.994830461,631.105455747
252,237806,211,41,205.16,1,180.94,24.22,Flat,13281.396,46.53,0,107.24,181.06,121.21,110.02,0.8,105.861619536,643.404418736
253,237807,3932,41,236,4,180.86,55.14,Flat,1207.07,46.8,-0.01,63.01,180.99,46.4,26.93,0.53,125.24857135,699.127372681
254,237808,329702,41,196.23,4,181.03,15.2,Flat,5851.891,112.41,-0.01,179.27,181.22,121.44,52.62,0.42,232.614564949,796.112833979
255,237809,5160,42,265.4,24,180.72,84.68,Pitched,3569.965,50.42,5.64,95.48,180.86,120.24,29.69,0.52,184.057504473,803.601626995
256,237810,7297,41,197.2,3,180.92,16.28,Flat,5127.439,44.64,-0.01,93.68,180.98,121.09,43.36,0.32,122.652661802,939.886836393
257,237811,11619,41,282.57,2,180.79,101.78,Flat,5345.009,46.25,0.49,103.76,181.11,99.06,56.15,0.17,156.644389883,1245.1400324
258,237812,49,41,198.91,2,180.5,18.41,Flat,1927.37,15.46,0,22.42,182.04,61.2,60.8,0.65,236.859866966,1435.5706443
259,237905,8440,41,272.81,3,180.93,91.88,Flat,5793.263,91.13,0,167.64,181.03,98.43,58.86,0.95,62.858882488,229.823828316
260,237907,1755,42,198.95,26,181,17.95,Pitched,2167.47,26.26,4.94,38.39,181.01,50.07,43.29,0.17,71.9541188291,265.281711067
261,237908,5187,41,202.53,9,180.89,21.64,Flat,2612.351,54.32,0.1,82.83,180.97,120.25,21.72,0.52,74.1990667141,334.0184752
262,237909,141,41,197.57,4,180.65,16.92,Flat,3338.429,32.22,0,84.48,180.92,86.15,43.55,-0.23,80.9116119264,356.060396148
263,237911,329702,41,358.76,6,180.75,178.01,Flat,5851.891,112.41,-0.01,179.27,181.22,121.44,52.62,0.42,92.4302056754,374.299006391
264,237912,5277,41,240.57,5,180.82,59.75,Flat,1950.927,60.48,0,75.32,181.21,53.3,36.6,0.62,89.2123985657,400.416174055
265,237913,323,41,187.38,13,181,6.38,Flat,907.362,9.17,1.1,17.63,181.16,30.57,29.68,0.47,89.8046061947,451.782868016
266,237914,668,999,198.13,19,180.63,17.5,Complex,6539.624,30.01,0,54.64,180.9,226.24,30.68,0.47,118.600170033,500.002330488
267,237915,9307,42,215.86,39,181.13,34.74,Pitched,10176.777,58.78,-0.01,101.1,181.14,123.61,107.22,0.46,100.222058753,535.807241833
268,237916,88,41,208.22,3,180.71,27.51,Flat,5994.231,16.52,0,39.62,180.97,121.94,49.37,0.89,121.67463421,566.233237972
269,237917,100,41,256.9,5,180.51,76.39,Flat,1921.557,63.84,-0.02,77.93,181.14,78.77,34.74,-0.33,158.75468435,604.08781017
270,237918,305,41,218.77,12,180.63,38.14,Flat,2390.561,28.87,0.14,52.29,180.95,113.71,21.02,0.85,129.731061498,635.087581644
271,237972,8440,999,199.12,21,180.82,18.3,Complex,5793.263,91.13,0,167.64,181.03,98.43,58.86,0.95,147.192594472,373.766007042
272,237973,1449,41,211.31,10,180.87,30.44,Flat,410.306,30.61,4.54,44.41,181.09,28.25,14.53,0,85.5446000006,374.447194655
273,237974,257,999,207.82,20,180.53,27.29,Complex,846.424,20.9,2.42,37.58,180.78,36.99,30.48,0.49,90.7912873294,454.651580157
274,237975,5347,41,195.36,2,181.13,14.23,Flat,12448.973,94.92,-0.12,187.63,181.26,123.11,111.21,0.67,107.423679315,536.299215512
275,237976,675,41,191.66,4,180.5,11.16,Flat,3271.68,15.67,-0.04,32.83,180.89,98.19,67.47,0.83,103.082016455,612.694272268
276,237977,329702,42,215.31,39,181.01,34.3,Pitched,5851.891,112.41,-0.01,179.27,181.22,121.44,52.62,0.42,218.197394245,637.114439086
277,238025,603,41,189.95,2,181.16,8.79,Flat,11833.288,43.17,0,86.81,181.21,121.66,109.37,0.17,138.969115183,673.61969095
278,238026,91,41,261.21,3,180.66,80.55,Flat,2844.93,75.18,2.16,92.23,180.95,70.21,40.52,0.89,221.461018246,755.554985424
279,238027,56,41,211.54,3,180.59,30.95,Flat,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,135.801144844,828.963847751
280,238028,3421,41,227.42,12,180.59,46.83,Flat,7168.88,47.61,-0.01,58.13,180.92,111.11,64.52,0.91,130.322012116,914.73471628
281,238104,37,41,202.05,4,180.92,21.13,Flat,1603.416,22.36,0.72,40.69,181.16,49.3,32.52,0,136.793200001,941.377802676
282,238105,603,41,242.4,6,181,61.4,Flat,11833.288,43.17,0,86.81,181.21,121.66,109.37,0.17,164.89742952,964.060515716
283,238106,115,41,211.34,3,181,30.34,Flat,3083.604,14.39,0.67,40.09,181.24,60.49,55.01,0.89,155.284703612,1138.98068906
284,238107,665,41,189.04,8,180.53,8.51,Flat,7142.746,38.79,0,96.24,180.91,240.38,29.8,0.49,150.481849049,1354.14780602
285,238108,5160,41,214.38,4,180.7,33.68,Flat,3569.965,50.42,5.64,95.48,180.86,120.24,29.69,0.52,193.304487833,1927.40540922
286,238126,49,42,193.33,25,181.15,12.18,Pitched,1927.37,15.46,0,22.42,182.04,61.2,60.8,0.65,22.2955548686,28.7304712907
287,238127,9193,42,339.08,32,181.07,158.01,Pitched,9806.588,135.97,0,288.44,181.05,119.83,97.46,0.42,24.8756731369,38.62011534
288,238128,10231,41,250.05,13,181.19,68.86,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,26.7752,44.4906646794
289,238129,10231,41,242.99,3,181.16,61.83,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,27.1620000023,45.8940137679
290,238130,3372,42,200.42,37,180.86,19.56,Pitched,3446.105,39.43,0,68.57,180.83,110.65,31.14,0.57,28.0882136404,48.8629658689
291,238131,603,999,223.53,20,180.8,42.73,Complex,11833.288,43.17,0,86.81,181.21,121.66,109.37,0.17,28.8278279817,51.286672271
292,238133,49,42,196.17,24,181.27,14.9,Pitched,1927.37,15.46,0,22.42,182.04,61.2,60.8,0.65,29.6786372971,54.7822856259
293,238134,5152,999,194.08,28,180.82,13.26,Complex,3602.9,72.49,0,111.06,180.87,119.51,32.3,0.52,33.3334780675,57.5910222673
294,238135,32,42,193.32,26,181.77,11.55,Pitched,1919.564,15.57,2.61,22.2,182.14,61.88,60.51,0.32,30.946483565,59.7930896484
295,238136,122,41,218.95,4,176.24,42.71,Flat,10604.355,26.98,0,57.3,177.87,143.89,109.92,2.08,35.6943313405,63.3765887305
296,238137,11619,999,228.11,21,181.05,47.06,Complex,5345.009,46.25,0.49,103.76,181.11,99.06,56.15,0.17,32.4087421849,63.8289645622
297,238138,603,41,189.8,2,181.16,8.64,Flat,11833.288,43.17,0,86.81,181.21,121.66,109.37,0.17,34.5727534301,68.1277589158
298,238139,3932,41,243.69,2,180.94,62.75,Flat,1207.07,46.8,-0.01,63.01,180.99,46.4,26.93,0.53,36.2880270161,69.9100376346
299,238140,32,41,201.38,11,180.65,20.73,Flat,1919.564,15.57,2.61,22.2,182.14,61.88,60.51,0.32,35.7826583737,73.9656213135
300,238141,122,41,221.57,13,176.59,44.98,Flat,10604.355,26.98,0,57.3,177.87,143.89,109.92,2.08,39.6299875725,83.5847801721
301,238142,10231,999,244.46,18,181.26,63.19,Complex,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,40.6089999992,92.093204937
302,238143,3296,42,204.01,32,180.89,23.12,Pitched,4512.749,24.53,-0.02,87.69,181.09,106.89,63.27,0.91,41.949585522,97.9354708072
303,238311,1755,41,202.51,14,180.9,21.61,Flat,2167.47,26.26,4.94,38.39,181.01,50.07,43.29,0.17,88.8050933054,386.250624163
304,238312,56,41,190.13,12,180.66,9.46,Flat,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,119.489620087,433.496674568
305,238314,100,41,252.6,16,180.5,72.1,Flat,1921.557,63.84,-0.02,77.93,181.14,78.77,34.74,-0.33,156.451544786,686.363680117
306,238315,603,41,222.09,1,181,41.09,Flat,11833.288,43.17,0,86.81,181.21,121.66,109.37,0.17,159.601807136,785.979769872
307,238316,121,41,203.4,2,181,22.4,Flat,1749.506,21.44,0.01,27.51,181.3,68.16,57.43,0.25,144.022173724,857.492709483
308,238317,655,41,211.42,9,180.83,30.59,Flat,6267.38,53.52,0,108.58,180.87,206.82,31.62,0.74,122.331232626,935.287669297
309,238318,88,41,215.66,7,180.66,35,Flat,5994.231,16.52,0,39.62,180.97,121.94,49.37,0.89,180.877503167,1044.32205149
310,238319,11619,41,224.8,2,181,43.8,Flat,5345.009,46.25,0.49,103.76,181.11,99.06,56.15,0.17,214.371944043,1101.23354585
311,238320,305,41,212.04,3,180.61,31.43,Flat,2390.561,28.87,0.14,52.29,180.95,113.71,21.02,0.85,163.411990837,1174.96341179
312,239136,8440,41,278.64,15,181,97.64,Flat,5793.263,91.13,0,167.64,181.03,98.43,58.86,0.95,134.410249544,646.370956499
313,239137,5277,999,245.7,22,181.05,64.65,Complex,1950.927,60.48,0,75.32,181.21,53.3,36.6,0.62,139.677593589,735.222085411
314,239138,3372,41,239.87,3,180.87,59,Flat,3446.105,39.43,0,68.57,180.83,110.65,31.14,0.57,128.601072177,736.666711881
315,239139,121,41,203.4,2,181,22.4,Flat,1749.506,21.44,0.01,27.51,181.3,68.16,57.43,0.25,123.056783705,770.833089794
316,239140,56,41,187.33,13,180.78,6.55,Flat,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,153.461606186,1287.61163253
317,239141,1534,41,226.77,8,180.8,45.97,Flat,2553.231,42.51,0,62.3,180.92,83.89,30.43,0.43,293.714439416,1830.96056582
318,239219,8440,41,199.1,1,180.81,18.29,Flat,5793.263,91.13,0,167.64,181.03,98.43,58.86,0.95,92.8785761705,524.397765555
319,239220,211,999,231.04,22,181.04,50,Complex,13281.396,46.53,0,107.24,181.06,121.21,110.02,0.8,136.287883735,595.54853224
320,239221,1623,42,205.03,18,180.85,24.18,Pitched,5806.86,38.41,-2.89,60.75,180.88,92,65.92,1.13,118.613569622,615.922194076
321,239222,5113,41,185.83,3,181,4.83,Flat,7259.106,33.97,0,56.33,180.88,119.45,98.78,0.53,106.050063688,648.080950356
322,239223,82,999,241.55,23,180.5,61.05,Complex,738.765,52.07,0.38,67.42,180.82,34.55,21.39,0.8,111.86120481,738.76474456
323,239224,1586,41,208.4,4,180.74,27.66,Flat,1827.49,26.71,-0.01,56.9,180.99,90.01,20.3,0.22,116.445422251,769.884522534
324,239225,116,41,199.63,7,181.03,18.6,Flat,4232.31,27.04,-0.02,53.92,181.15,88.92,50.4,0.89,134.099841006,839.28704463
325,239226,3421,41,227.4,11,180.86,46.54,Flat,7168.88,47.61,-0.01,58.13,180.92,111.11,64.52,0.91,133.379300012,983.851522054
326,239227,56,41,197.28,1,180.67,16.61,Flat,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,301.281717857,1140.98888484
327,239370,2868,41,188.93,4,181.21,7.72,Flat,917.623,6.75,-0.01,13.84,181.56,47.51,25.08,1.1,126.715951789,753.013055834
328,239371,88,41,202.56,11,181,21.56,Flat,5994.231,16.52,0,39.62,180.97,121.94,49.37,0.89,131.056871812,797.822520194
329,239372,5133,42,342.3,38,180.78,161.52,Pitched,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,149.293667491,833.511788463
330,239373,668,41,213.1,12,180.58,32.52,Flat,6539.624,30.01,0,54.64,180.9,226.24,30.68,0.47,145.053357627,837.114184096
331,239374,1580,41,208.83,4,180.5,28.33,Flat,1989.374,36.29,-0.01,57.62,180.85,90.35,22.02,0.43,132.653421934,877.585488193
332,239375,8440,42,342.07,24,180.83,161.24,Pitched,5793.263,91.13,0,167.64,181.03,98.43,58.86,0.95,219.998360435,1070.72551707
333,239376,11608,41,325.58,2,181,144.58,Flat,2689.031,110.35,0.32,146.97,181.08,54.9,54,-0.43,151.852529061,1432.93534843
334,239377,1709,999,192.75,17,180.82,11.93,Complex,5362.303,39.88,0,65.92,180.99,115.98,51.51,0.99,249.977387153,1553.32927779
335,239378,56,41,186.9,2,180.72,6.18,Flat,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,206.178734242,1734.35964177
336,239379,110,41,186.7,7,180.71,5.99,Flat,1902.043,5.42,-0.03,10.47,180.93,94.09,50.95,0.32,393.954348475,1902.04343691
337,239464,115,41,185.66,4,180.71,4.95,Flat,3083.604,14.39,0.67,40.09,181.24,60.49,55.01,0.89,176.464871449,1827.66561807
338,239465,3421,42,235.48,19,180.63,54.85,Pitched,7168.88,47.61,-0.01,58.13,180.92,111.11,64.52,0.91,351.260038052,3371.65378523
339,239715,5152,41,287.73,4,180.67,107.06,Flat,3602.9,72.49,0,111.06,180.87,119.51,32.3,0.52,233.053330807,2720.67051262
340,239767,125,42,189.64,24,181,8.64,Pitched,3912.706,10.49,-0.71,40.86,181.18,73.53,64.86,-0.45,200.122885205,2185.9151829
341,239768,10183,42,341.85,21,180.66,161.19,Pitched,2709.229,117.11,-0.82,173.46,180.93,57.95,46.75,1.07,209.40279915,2709.22922308
342,242279,5187,999,252.52,17,180.74,71.78,Complex,2612.351,54.32,0.1,82.83,180.97,120.25,21.72,0.52,90.3421323867,509.363802913
343,242280,11619,41,194.7,14,181,13.69,Flat,5345.009,46.25,0.49,103.76,181.11,99.06,56.15,0.17,105.956966156,525.813010902
344,242281,603,41,199.35,3,180.76,18.59,Flat,11833.288,43.17,0,86.81,181.21,121.66,109.37,0.17,92.946011572,539.934856065
345,242282,9307,41,200.61,3,181.14,19.47,Flat,10176.777,58.78,-0.01,101.1,181.14,123.61,107.22,0.46,115.35155065,569.872579338
346,242283,665,41,238.94,2,180.93,58.01,Flat,7142.746,38.79,0,96.24,180.91,240.38,29.8,0.49,115.200071029,642.123119362
347,242285,141,41,188.96,7,180.52,8.44,Flat,3338.429,32.22,0,84.48,180.92,86.15,43.55,-0.23,116.072920681,742.068934745
348,242286,56,41,208.65,1,180.64,28.01,Flat,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,146.014425938,761.094459112
349,242415,7297,41,249.18,9,180.66,68.52,Flat,5127.439,44.64,-0.01,93.68,180.98,121.09,43.36,0.32,124.713993874,823.658706098
350,242416,3421,41,227.42,12,180.68,46.74,Flat,7168.88,47.61,-0.01,58.13,180.92,111.11,64.52,0.91,130.251906662,914.017336655
351,242417,114,41,198.16,14,180.78,17.38,Flat,2390.432,52.12,0,118.84,181.07,49.16,48.63,0.8,123.093200736,939.527139824
352,242418,3421,41,227.42,11,180.89,46.53,Flat,7168.88,47.61,-0.01,58.13,180.92,111.11,64.52,0.91,133.449310242,984.622683889
353,242419,2726,41,187.55,9,180.83,6.72,Flat,1839.664,9.2,0,24.38,180.89,59.77,30.78,0.37,129.313256017,1023.82877418
354,242420,56,41,186.29,9,180.72,5.57,Flat,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,160.720206038,1072.9698507
355,242421,419,41,215.71,14,180.56,35.15,Flat,5424.272,31.19,-0.01,55.04,180.92,176.11,30.8,0.89,137.015292961,1161.39779324
356,242422,56,41,183.64,1,180.59,3.05,Flat,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,151.724124885,1242.48886012
357,242423,53,41,186.53,4,180.56,5.97,Flat,1473.613,5.39,-0.01,8.93,180.8,52.2,50.67,0.9,309.912333251,1473.61263385
358,242709,7240,41,190.83,2,181,9.83,Flat,3556.187,9.46,-0.04,10.7,181.16,60.03,59.24,2,238.540410966,3556.18730009
359,244655,11678,999,224.89,41,181.81,43.08,Complex,1277.031,37.59,0,43.45,182.15,56.02,22.8,0.51,22.0669999998,30.2109434394
360,244741,11677,42,332.08,43,180.51,151.57,Pitched,7171.177,86.31,-0.03,177.07,180.95,121.66,65.15,-1.7,24.420111516,31.4013515384
361,245157,11677,42,267.92,0,182.38,85.54,Pitched,7171.177,86.31,-0.03,177.07,180.95,121.66,65.15,-1.7,23.7750081151,28.6506833428
362,247143,1700,999,198.94,30,177.61,21.33,Complex,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,21.9276613437,29.5267946932
363,247144,1700,42,198.95,30,177.73,21.22,Pitched,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,23.8796108341,35.1548100272
364,247145,1700,41,211.45,11,181.39,30.06,Flat,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,24.6449305986,37.1324183191
365,247146,70,42,202.5,31,178.4,24.1,Pitched,12845.267,19.58,1.43,28.45,180.19,170.81,75.7,1.21,29.3647333313,50.4044282799
366,247256,5914,42,185.67,24,182.86,2.81,Pitched,67.405,2.28,-4.87,3.39,183.05,8.72,7.73,2.8,32.89918603,67.404740249
367,247271,620,41,210.29,3,178.84,31.45,Flat,48478.522,24.34,-0.64,43.78,178.29,236.06,230.05,0.87,43.9545000016,115.428965854
