,BLDGID,MEAN_AVGHT,Lat,Lon,OBJECTID,ID,SSR,TOPELEV_M,MED_SLOPE,BASEELEV_M,HGT_AGL,ROOFTYPE,AREA_M2,AVGHT_M,MINHT_M,MAXHT_M,BASE_M,LEN,WID,ORIENT8,Shape_Leng,Shape_Area,geometry
55,41,33.28,41.868675,-87.635529,2379,365262.0,41.0,210.21,12.0,178.19,32.02,Flat,931.866,33.28,5.03,57.37,178.24,34.01,27.4,6.28,105.208765295,273.407855254,"POLYGON ((-87.63549972848985 41.86836805673172, -87.63560640208608 41.86835868746172, -87.63565422564325 41.86866290890111, -87.63554755154932 41.8686722782185, -87.63549972848985 41.86836805673172), (-87.63556808066923 41.86853490618387, -87.63556183352193 41.86853619450448, -87.6355559810045 41.86853827324041, -87.63555070084739 41.86854108106255, -87.63554615245755 41.86854453152407, -87.63554247457108 41.8685485193783, -87.6355397792731 41.86855292511513, -87.63553814835635 41.86855761227909, -87.63553763224998 41.8685624409856, -87.63553824394135 41.86856726255036, -87.63553996753548 41.8685719320516, -87.63554274980251 41.86857630657557, -87.63554650629166 41.86858025418934, -87.6355511225271 41.86858365303366, -87.63555645772986 41.86858640211056, -87.6355623507977 41.86858841674671, -87.63556862278641 41.86858963578536, -87.63557508173848 41.86859002246012, -87.63558153352739 41.86858956433511, -87.63558778067946 41.8685882760134, -87.63559363319146 41.8685861963752, -87.63559891335036 41.86858338855109, -87.63560346174897 41.86857993898816, -87.6356071396245 41.86857595023137, -87.63560983492771 41.86857154539363, -87.63561146583062 41.86856685732807, -87.63561198194039 41.8685620295219, -87.6356113702346 41.86855720705693, -87.63560964664462 41.86855253845741, -87.63560686436519 41.86854816303445, -87.63560310788317 41.86854421632327, -87.63559849163894 41.86854081658038, -87.63559315643823 41.8685380675054, -87.635587263383 41.86853605377142, -87.63558099139921 41.86853483473376, -87.63557453124773 41.86853444806594, -87.63556808066923 41.86853490618387))"
56,41,33.28,41.868675,-87.635529,2380,365276.0,999.0,210.28,18.0,176.51,33.77,Complex,931.866,33.28,5.03,57.37,178.24,34.01,27.4,6.28,106.424195243,315.314243977,"POLYGON ((-87.6353988072693 41.86837692031862, -87.63544662985791 41.86868114185022, -87.63532632705365 41.86869170681727, -87.63527850502633 41.86838748523224, -87.6353988072693 41.86837692031862), (-87.63537412811083 41.8685548396414, -87.63536822368242 41.86855605760363, -87.635362691765 41.86855802287156, -87.63535770046774 41.86856067597094, -87.63535340203975 41.86856393770024, -87.63534992681865 41.86856770646226, -87.63534737973183 41.86857186999204, -87.6353458378419 41.86857630086728, -87.63534534921314 41.86858086371993, -87.63534592815427 41.86858542156727, -87.63534755761921 41.86858983489796, -87.63535018686864 41.86859396889052, -87.63535373635209 41.86859769969094, -87.63535809889493 41.86860091260482, -87.63536314219746 41.86860351109041, -87.63536871243183 41.86860541493737, -87.63537464033794 41.86860656743841, -87.63538074481158 41.86860693266751, -87.63538684258837 41.86860649992971, -87.63539274702102 41.86860528196651, -87.63539827773666 41.86860331670379, -87.63540326902658 41.86860066270203, -87.63540756746339 41.86859740187148, -87.63541104387866 41.86859363220047, -87.6354135909711 41.86858946956993, -87.63541513165173 41.86858503870051, -87.63541562026661 41.86858047494698, -87.63541504132951 41.86857591800066, -87.63541341306522 41.86857150466423, -87.63541078380376 41.86856736977251, -87.63540723312273 41.86856363988115, -87.63540287057108 41.86856042606851, -87.63539782727929 41.86855782848524, -87.63539225825313 41.86855592463299, -87.63538633035141 41.86855477213282, -87.63538022467777 41.86855440691063, -87.63537412811083 41.8685548396414))"
57,45,6.86,41.868717,-87.627563,17,231560.0,42.0,188.88,26.0,180.43,8.45,Pitched,102.962,6.86,2.84,8.51,180.6,14.86,6.93,0.65,43.5757446163,102.961503554,"POLYGON ((-87.62766681996452 41.86880159559991, -87.62775030364969 41.86880042596567, -87.62775365877646 41.86893422546609, -87.62767017490849 41.86893539420331, -87.62766681996452 41.86880159559991))"
58,46,12.51,41.867851,-87.630951,602,325023.0,41.0,185.73,6.0,180.75,4.98,Flat,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,119.6094359,489.030093159,"POLYGON ((-87.63136932689122 41.86887548121093, -87.63137204150121 41.86878165402023, -87.63140483117269 41.86878147375188, -87.6314030518557 41.86860065823972, -87.63140277091007 41.86857210818447, -87.63136998134556 41.86857228845151, -87.63136901981119 41.86847457070707, -87.63145635007319 41.86847409057206, -87.63150215448407 41.86851037936064, -87.63151694715442 41.8685347686319, -87.6315204529507 41.86889096522965, -87.63138305371575 41.8688917206879, -87.63138289318131 41.86887540662872, -87.63136932689122 41.86887548121093))"
59,46,12.51,41.867851,-87.630951,603,325024.0,41.0,197.06,8.0,181.0,16.06,Flat,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,25.5783999972,40.1629589098,"POLYGON ((-87.63136852872586 41.86842466304747, -87.63145585891994 41.8684241829133, -87.63145635007319 41.86847409057206, -87.63136901981119 41.86847457070707, -87.63136852872586 41.86842466304747))"
60,46,12.51,41.867851,-87.630951,629,325325.0,999.0,203.01,21.0,183.4,19.61,Complex,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,29.1686000004,48.8296859993,"POLYGON ((-87.63068266706838 41.86850547944012, -87.63074541336657 41.86850513484754, -87.6307462435325 41.86858958538186, -87.63068349715172 41.86858992997545, -87.63068336223019 41.86857620343121, -87.63068266706838 41.86850547944012))"
61,46,12.51,41.867851,-87.630951,630,325326.0,42.0,190.6,38.0,180.97,9.63,Pitched,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,25.501600001,40.0213091237,"POLYGON ((-87.63136932689122 41.86887548121093, -87.63138289318131 41.86887540662872, -87.63138305371575 41.8688917206879, -87.63138338816734 41.86892570876135, -87.63130434238455 41.86892614330229, -87.63129704774148 41.86892618340062, -87.63129655282313 41.86887588126717, -87.63136932689122 41.86887548121093))"
62,46,12.51,41.867851,-87.630951,632,327417.0,42.0,192.05,51.0,183.2,8.85,Pitched,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,37.4123999998,47.5203816518,"POLYGON ((-87.63074514495871 41.86847783036334, -87.63093401032565 41.86847679293875, -87.63093427881388 41.86850409742195, -87.63074541336657 41.86850513484754, -87.63074514495871 41.86847783036334))"
63,46,12.51,41.867851,-87.630951,642,327500.0,41.0,187.42,8.0,181.0,6.42,Flat,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,224.949074379,2852.64970556,"POLYGON ((-87.63068615372914 41.86886020086051, -87.63068349715172 41.86858992997545, -87.6307462435325 41.86858958538186, -87.63074541336657 41.86850513484754, -87.63093427881388 41.86850409742195, -87.63093401032565 41.86847679293875, -87.63098342173087 41.868476521474, -87.63098293260163 41.86842678222904, -87.63103700700887 41.86842648512182, -87.63135761456005 41.86842472304799, -87.63136852872586 41.86842466304747, -87.63136901981119 41.86847457070707, -87.63136998134556 41.86857228845151, -87.63137204150121 41.86878165402023, -87.63136932689122 41.86887548121093, -87.63129655282313 41.86887588126717, -87.63129704774148 41.86892618340062, -87.63073503846435 41.86892927134809, -87.63073435688882 41.86885993613775, -87.63068615372914 41.86886020086051))"
64,46,12.51,41.867851,-87.630951,644,327636.0,42.0,201.97,25.0,187.25,14.72,Pitched,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,43.4758016073,147.438154851,"POLYGON ((-87.63067879757449 41.86768394678573, -87.63067623720859 41.8676799212893, -87.63067239834014 41.86766951788223, -87.63067103475097 41.86765877393477, -87.63067218701408 41.86764801707229, -87.63067582097175 41.86763757262832, -87.63068182647768 41.86762775824742, -87.63069002090575 41.86761887305772, -87.63070015505942 41.86761118592968, -87.63071192035709 41.86760493093329, -87.63072496079261 41.86760029826569, -87.63073887890658 41.86759742881425, -87.63075325140581 41.86759640956752, -87.63076764359539 41.8675972708339, -87.63078161661683 41.86759998710269, -87.63079474671746 41.86760447603741, -87.63080302946263 41.86760874390787, -87.6308375273485 41.86763346096649, -87.63084097155063 41.86766328432923, -87.63082138164556 41.86770108725708, -87.63077215896082 41.86771706369937, -87.63074169288979 41.86771723102502, -87.63070587308026 41.86770721851894, -87.63067879757449 41.86768394678573))"
65,46,12.51,41.867851,-87.630951,645,327637.0,41.0,200.29,2.0,180.51,19.78,Flat,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,353.947534319,6472.15787492,"POLYGON ((-87.63067879757449 41.86768394678573, -87.63070587308026 41.86770721851894, -87.63074169288979 41.86771723102502, -87.63077215896082 41.86771706369937, -87.63082138164556 41.86770108725708, -87.63084097155063 41.86766328432923, -87.6308375273485 41.86763346096649, -87.63080302946263 41.86760874390787, -87.63080262947858 41.86756805691514, -87.6308137700218 41.86756799572414, -87.6314307832795 41.86756460500489, -87.6314355118439 41.8675892441708, -87.63158202095578 41.86835269921148, -87.63159427899681 41.86841657387439, -87.63159434639948 41.86842342138445, -87.63145585891994 41.8684241829133, -87.63136852872586 41.86842466304747, -87.63135761456005 41.86842472304799, -87.63103700700887 41.86842648512182, -87.63098293260163 41.86842678222904, -87.63074465601413 41.8684280911161, -87.63074514495871 41.86847783036334, -87.63074541336657 41.86850513484754, -87.63068266706838 41.86850547944012, -87.63067489958546 41.86771521823808, -87.63067463739381 41.86768854239152, -87.63067879757449 41.86768394678573))"
66,46,12.51,41.867851,-87.630951,782,331540.0,42.0,191.56,31.0,181.56,10.0,Pitched,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,23.398,30.7978492504,"POLYGON ((-87.63068615372914 41.86886020086051, -87.63073435688882 41.86885993613775, -87.63073503846435 41.86892927134809, -87.6306868352526 41.8689295360715, -87.63068615372914 41.86886020086051))"
67,46,12.51,41.867851,-87.630951,783,331541.0,999.0,198.57,21.0,183.23,15.34,Complex,10277.821,12.51,0.01,20.52,182.78,152.31,77.22,1.55,50.5959999971,109.213049283,"POLYGON ((-87.63098293260163 41.86842678222904, -87.63098342173087 41.868476521474, -87.63093401032565 41.86847679293875, -87.63074514495871 41.86847783036334, -87.63074465601413 41.8684280911161, -87.63098293260163 41.86842678222904))"
68,48,7.48,41.868717,-87.627563,145,235661.0,41.0,188.89,4.0,180.5,8.39,Flat,89.921,7.48,2.91,9.43,180.61,15.21,5.91,0.66,42.2461611578,89.9212733559,"POLYGON ((-87.62767657485935 41.86896596527978, -87.6277477911725 41.86896496717156, -87.62775122684909 41.86910194923595, -87.62768001038398 41.8691029473473, -87.62767657485935 41.86896596527978))"
69,49,15.46,41.86871,-87.628693,40,232259.0,42.0,196.44,29.0,182.04,14.4,Pitched,1927.37,15.46,0.0,22.42,182.04,61.2,60.8,0.65,28.7419773205,51.5503923399,"POLYGON ((-87.62817205273271 41.86891802490828, -87.62826204745065 41.86891676344592, -87.62826360668247 41.86897890733592, -87.62817361186859 41.86898016789945, -87.62817205273271 41.86891802490828))"
70,49,15.46,41.86871,-87.628693,69,234449.0,42.0,199.04,44.0,181.78,17.26,Pitched,1927.37,15.46,0.0,22.42,182.04,61.2,60.8,0.65,21.8919309398,27.9143037043,"POLYGON ((-87.62826204745065 41.86891676344592, -87.62831077917978 41.86891608073407, -87.62831233844994 41.86897822372246, -87.62826360668247 41.86897890733592, -87.62826204745065 41.86891676344592))"
71,49,15.46,41.86871,-87.628693,70,234450.0,42.0,195.92,37.0,181.56,14.36,Pitched,1927.37,15.46,0.0,22.42,182.04,61.2,60.8,0.65,22.3510592463,28.8427282626,"POLYGON ((-87.62826360668247 41.86897890733592, -87.62831233844994 41.86897822372246, -87.62831394810537 41.86904243529964, -87.62826521748525 41.86904311800688, -87.62826360668247 41.86897890733592))"
72,49,15.46,41.86871,-87.628693,79,234459.0,999.0,190.89,23.0,180.69,10.2,Complex,1927.37,15.46,0.0,22.42,182.04,61.2,60.8,0.65,30.082665767,56.3859067511,"POLYGON ((-87.62831394810537 41.86904243529964, -87.62840958642026 41.86904109420868, -87.6284111913221 41.86910505632094, -87.62831555290312 41.86910639651322, -87.62831394810537 41.86904243529964))"
73,49,15.46,41.86871,-87.628693,94,234489.0,42.0,193.42,34.0,181.07,12.35,Pitched,1927.37,15.46,0.0,22.42,182.04,61.2,60.8,0.65,30.1379678704,56.6054527611,"POLYGON ((-87.62831233844994 41.86897822372246, -87.62840797547308 41.86897688354073, -87.62840958642026 41.86904109420868, -87.62831394810537 41.86904243529964, -87.62831233844994 41.86897822372246))"
74,49,15.46,41.86871,-87.628693,112,235209.0,42.0,190.9,25.0,181.3,9.6,Pitched,1927.37,15.46,0.0,22.42,182.04,61.2,60.8,0.65,29.1457023823,53.0583212971,"POLYGON ((-87.62817522258138 41.86904437857228, -87.62826521748525 41.86904311800688, -87.62826682102954 41.86910707922806, -87.62817682724976 41.86910834068935, -87.62817522258138 41.86904437857228))"
75,49,15.46,41.86871,-87.628693,113,235210.0,42.0,193.64,32.0,181.9,11.74,Pitched,1927.37,15.46,0.0,22.42,182.04,61.2,60.8,0.65,29.2011056249,53.2652339057,"POLYGON ((-87.62817361186859 41.86898016789945, -87.62826360668247 41.86897890733592, -87.62826521748525 41.86904311800688, -87.62817522258138 41.86904437857228, -87.62817361186859 41.86898016789945))"
76,49,15.46,41.86871,-87.628693,143,235659.0,999.0,201.54,16.0,181.01,20.53,Complex,1927.37,15.46,0.0,22.42,182.04,61.2,60.8,0.65,38.6560258958,80.6640203317,"POLYGON ((-87.62816712477348 41.86872150966905, -87.62816614490239 41.86868247048874, -87.62832555406897 41.86868023663453, -87.62832693152103 41.86873513283663, -87.62816752222697 41.86873736759429, -87.62816712477348 41.86872150966905))"
77,49,15.46,41.86871,-87.628693,258,237812.0,41.0,198.91,2.0,180.5,18.41,Flat,1927.37,15.46,0.0,22.42,182.04,61.2,60.8,0.65,236.859866966,1435.5706443,"POLYGON ((-87.62816752222697 41.86873736759429, -87.62832693152103 41.86873513283663, -87.62832555406897 41.86868023663453, -87.62816614490239 41.86868247048874, -87.62816712477348 41.86872150966905, -87.62766415459782 41.86872855679708, -87.62766012753765 41.86856792876006, -87.62839745852902 41.86855759733103, -87.62840641731529 41.86891474054764, -87.62831077917978 41.86891608073407, -87.62826204745065 41.86891676344592, -87.62817205273271 41.86891802490828, -87.62816752222697 41.86873736759429))"
78,49,15.46,41.86871,-87.628693,286,238126.0,42.0,193.33,25.0,181.15,12.18,Pitched,1927.37,15.46,0.0,22.42,182.04,61.2,60.8,0.65,22.2955548686,28.7304712907,"POLYGON ((-87.62826521748525 41.86904311800688, -87.62831394810537 41.86904243529964, -87.62831555290312 41.86910639651322, -87.62826682102954 41.86910707922806, -87.62826521748525 41.86904311800688))"
79,49,15.46,41.86871,-87.628693,292,238133.0,42.0,196.17,24.0,181.27,14.9,Pitched,1927.37,15.46,0.0,22.42,182.04,61.2,60.8,0.65,29.6786372971,54.7822856259,"POLYGON ((-87.62831077917978 41.86891608073407, -87.62840641731529 41.86891474054764, -87.62840797547308 41.86897688354073, -87.62831233844994 41.86897822372246, -87.62831077917978 41.86891608073407))"
80,50,3.68,41.868671,-87.636658,401,253162.0,41.0,182.19,2.0,178.44,3.75,Flat,111.735,3.68,2.28,3.94,178.5,18.15,6.16,28.61,48.6124138757,111.735010583,"POLYGON ((-87.63679306429518 41.86894902321876, -87.63685792114022 41.86892211240142, -87.63696406846137 41.8690650364714, -87.63689921151786 41.86909194734872, -87.63679306429518 41.86894902321876))"
81,51,5.42,41.86871,-87.62982199999999,1011,334022.0,41.0,186.56,4.0,180.62,5.94,Flat,1418.125,5.42,-0.01,9.73,180.84,52.14,49.73,1.0,307.307606935,1418.1247111,"POLYGON ((-87.6292384966937 41.86913731932574, -87.62923731826764 41.86910181551976, -87.6288839059243 41.86910836370857, -87.62888319279156 41.86908687195247, -87.62874527932524 41.86908942663246, -87.62874408373158 41.86905337259842, -87.62872696503484 41.86905368968577, -87.62872407912225 41.86896663031212, -87.62884348334018 41.8689644183905, -87.62884517509359 41.86901543632951, -87.62920987329831 41.86900868051823, -87.62920229055267 41.8687800309541, -87.62884924261546 41.8687865725343, -87.62885101697189 41.86884011733446, -87.62872018811358 41.86884254132132, -87.62871631883664 41.86872583329294, -87.62884771972658 41.86872339897308, -87.62884682862121 41.86869653292313, -87.62921616819582 41.86868969043335, -87.62921728529351 41.86872336619486, -87.6293443959583 41.86872101065421, -87.62935572646533 41.8690626544675, -87.62935680276541 41.86909511092641, -87.62935812891089 41.86913510291739, -87.6292384966937 41.86913731932574))"
82,52,25.01,41.86787,-87.627533,651,328930.0,41.0,259.42,11.0,180.44,78.98,Flat,7221.219,25.01,0.0,84.29,180.85,173.13,41.83,0.01,39.0429999996,91.7357722567,"POLYGON ((-87.6268567006644 41.8689895152209, -87.62695165169082 41.86898899691433, -87.62695185658795 41.86900996636091, -87.62695251854724 41.86907771200192, -87.62695267616112 41.86909384234518, -87.6268577249796 41.86909436065365, -87.6268567006644 41.8689895152209))"
83,52,25.01,41.86787,-87.627533,652,328931.0,42.0,255.55,47.0,180.59,74.96,Pitched,7221.219,25.01,0.0,84.29,180.85,173.13,41.83,0.01,26.1478000004,40.9273947427,"POLYGON ((-87.62685624367376 41.8689427390248, -87.62695119463095 41.86894222071908, -87.62695165169082 41.86898899691433, -87.6268567006644 41.8689895152209, -87.62685624367376 41.8689427390248))"
84,52,25.01,41.86787,-87.627533,653,328932.0,41.0,192.91,15.0,180.58,12.33,Flat,7221.219,25.01,0.0,84.29,180.85,173.13,41.83,0.01,97.1276000012,201.664666109,"POLYGON ((-87.62675182232807 41.86763805388899, -87.62675137663416 41.86759242418752, -87.62676023630419 41.86759237583718, -87.62725514637859 41.86758967385302, -87.62725565185859 41.86764138282639, -87.62710764478153 41.86764219110215, -87.62710749624684 41.86762699291098, -87.62688790572642 41.86762819175652, -87.62688799481602 41.86763731067161, -87.62675182232807 41.86763805388899))"
85,52,25.01,41.86787,-87.627533,671,329304.0,41.0,255.54,17.0,180.65,74.89,Flat,7221.219,25.01,0.0,84.29,180.85,173.13,41.83,0.01,26.506000001,41.8575864144,"POLYGON ((-87.62709146303111 41.86894145489684, -87.627188572013 41.86894092461136, -87.6271890292459 41.8689877008045, -87.62709192019321 41.86898823109084, -87.62709146303111 41.86894145489684))"
86,52,25.01,41.86787,-87.627533,672,329305.0,42.0,192.8,20.0,180.72,12.08,Pitched,7221.219,25.01,0.0,84.29,180.85,173.13,41.83,0.01,134.5868,854.634435565,"POLYGON ((-87.62675597970683 41.86806367710628, -87.62675403794287 41.86786488476388, -87.62688204884799 41.86786418609319, -87.62688221178722 41.86788086402531, -87.6271099652383 41.86787962061661, -87.62710983107574 41.86786589316061, -87.62725783866874 41.86786508487855, -87.62725977298666 41.86806295585375, -87.62712759510079 41.86806367770031, -87.62712742901586 41.86804668454779, -87.62689783868362 41.86804793801871, -87.62689798488304 41.86806290204463, -87.62675597970683 41.86806367710628))"
87,52,25.01,41.86787,-87.627533,681,329789.0,41.0,255.54,11.0,180.52,75.02,Flat,7221.219,25.01,0.0,84.29,180.85,173.13,41.83,0.01,28.3621999975,49.652352171,"POLYGON ((-87.6268577249796 41.86909436065365, -87.62695267616112 41.86909384234518, -87.62695323066202 41.8691505903515, -87.62685827939654 41.86915110866099, -87.6268577249796 41.86909436065365))"
88,52,25.01,41.86787,-87.627533,682,329790.0,42.0,263.61,27.0,180.55,83.06,Pitched,7221.219,25.01,0.0,84.29,180.85,173.13,41.83,0.01,38.3264000006,87.5651064018,"POLYGON ((-87.62695185658795 41.86900996636091, -87.62709212513619 41.86900920053686, -87.62709278724355 41.86907694617605, -87.62695251854724 41.86907771200192, -87.62695185658795 41.86900996636091))"
89,52,25.01,41.86787,-87.627533,683,329791.0,41.0,192.58,11.0,180.61,11.97,Flat,7221.219,25.01,0.0,84.29,180.85,173.13,41.83,0.01,150.764799999,1273.80605722,"POLYGON ((-87.62676399101274 41.86888383087768, -87.62676176624856 41.86865607509304, -87.62689109571537 41.86865536921425, -87.6268912036832 41.86866641998639, -87.6271259063179 41.86866513860975, -87.62712575774715 41.86864993771944, -87.62726550377107 41.86864917453794, -87.62726555815701 41.86865473775023, -87.62726560413456 41.86865944085765, -87.62726835167929 41.86894048889506, -87.627188572013 41.86894092461136, -87.62709146303111 41.86894145489684, -87.62695119463095 41.86894222071908, -87.62685624367376 41.8689427390248, -87.62683897942493 41.86894283325616, -87.62683839903785 41.86888342477551, -87.62676399101274 41.86888383087768))"
